Series Name,Series Code,Country Name,Country Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Romania,ROU,36.4,36.28,31.85,30.83,30.58,30.73,31.53,32.42,30.09,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,40.37,39.3,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Rwanda,RWA,..,..,..,..,..,..,..,..,36.3,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Samoa,WSM,..,..,..,41.63,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Senegal,SEN,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Serbia,SRB,39.41,..,..,..,32.68,31.46,30.9,30.89,30.26,29.79
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Seychelles,SYC,..,..,..,..,..,44.87,49,43.8,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Slovak Republic,SVK,31.68,35.58,27.68,30.4,30.27,28.22,27.82,34.26,30.27,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Slovenia,SVN,44.69,43.25,38.92,40.26,38.55,36.47,36.98,41.77,41.89,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Small states,SST,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Solomon Islands,SLB,..,..,..,..,25.08,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,South Africa,ZAF,33.23,32.05,33.65,34.77,33.12,34.29,33.89,35.73,35.23,33.93
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,South Asia,SAS,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Spain,ESP,24.7,27.13,28.09,28.78,29.34,29.42,30.35,30.31,30.92,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Sri Lanka,LKA,..,..,..,..,23.32,24,23.74,25.64,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Sub-Saharan Africa (IDA & IBRD),TSS,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Sweden,SWE,31.13,31.34,33.52,34.49,35.51,37.45,39.79,39.51,39.45,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Switzerland,CHE,..,..,31.05,30.92,31.24,31.23,32.86,33.8,30.47,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Tanzania,TZA,..,..,..,..,..,17.34,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Thailand,THA,..,24.35,..,..,27.1,29.37,29.83,29.53,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Togo,TGO,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Tunisia,TUN,18.25,19.26,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Turkey,TUR,20.08,18.76,13,14.34,16.57,15.54,14.43,16.7,17.27,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,36.73,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,12.17,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,United Kingdom,GBR,35.38,35.98,32.12,32.39,32.31,32.87,32.42,33.81,34.4,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,United States,USA,38.07,38.8,38.59,39.22,38.75,38.8,39.37,39.73,40.53,40.47
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Uruguay,URY,22.52,23.65,31.24,36.47,34.18,31.8,34.01,33.67,35.05,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Vanuatu,VUT,28.54,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,West Bank and Gaza,PSE,..,21.67,21.46,15.5,..,..,..,..,..,17.83
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,World,WLD,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Zambia,ZMB,..,..,..,..,..,..,..,..,28.51,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Albania,ALB,..,..,48.06421,..,..,..,53.10333,48.72306,49.41386,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Algeria,DZA,47.43679,49.1333,49.18845,..,..,..,53.55399,55.47199,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Andorra,AND,..,..,..,33.33333,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Angola,AGO,..,..,..,..,..,..,38.41584,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Antigua and Barbuda,ATG,34.21053,70.58824,75,33.33333,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Arab World,ARB,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Argentina,ARG,44.16372,43.46254,..,..,..,..,..,46.50121,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Armenia,ARM,..,38.03681,..,..,..,..,42.78682,36.8438,32.83465,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Aruba,ABW,17.85714,7.54717,14.89362,19.69697,..,..,..,40,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Australia,AUS,30.89393,..,30.18985,..,30.67079,30.96082,31.7331,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Austria,AUT,..,..,..,..,25.69282,26.11129,25.29697,25.9026,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Azerbaijan,AZE,40.18519,42.77073,43.51852,42.14737,..,..,33.4342,34.83515,40.06507,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Bahrain,BHR,..,..,..,..,..,..,42.33983,45.74275,44.28274,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,19.77568,19.77568,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Barbados,BRB,..,..,40.50279,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Belarus,BLR,..,..,..,..,..,..,26.31468,26.97185,26.73484,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Belgium,BEL,27.07275,24.12045,24.88359,24.38268,24.77217,26.33454,26.5576,27.48167,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Belize,BLZ,..,..,..,..,..,..,41.83007,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Benin,BEN,..,..,19.83732,..,..,18.96135,54.88478,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Bermuda,BMU,24.24242,38.09524,39.13043,25.71429,..,..,18.51852,..,21.42857,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,42.56293,43.86636,42.91168,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Brazil,BRA,32.1576,30.60824,31.62544,32.32999,..,34.87881,34.44652,35.20026,36.64406,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,British Virgin Islands,VGB,56.41026,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Brunei Darussalam,BRN,50.3937,41.68937,50.53191,49.43503,..,..,49.17062,51.85512,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Bulgaria,BGR,39.02757,40.39315,40.63104,39.42513,39.85229,38.79142,37.48946,38.26006,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Burkina Faso,BFA,..,..,15.4963,18.8664,..,20.20117,11.88322,16.04096,15.09993,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Burundi,BDI,..,40.66265,..,..,..,..,..,19.24742,18.16911,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,38.60759,30.64516,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Cambodia,KHM,..,..,..,..,..,..,16.67996,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Canada,CAN,..,..,..,..,32.87244,31.92508,31.66622,31.4295,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Chile,CHL,21.34225,20.20418,..,19.89787,19.45468,18.5771,18.20913,18.47369,18.82858,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Colombia,COL,..,..,34.87449,34.30534,..,34.21483,33.11861,33.87765,34.06387,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,25.09538,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Costa Rica,CRI,..,28.65001,32.86825,..,..,..,31.31045,33.42558,33.42594,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Croatia,HRV,34.05732,37.62688,..,34.64771,..,36.3778,35.22319,37.92262,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Cuba,CUB,..,..,..,..,..,..,..,39.88868,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Cyprus,CYP,36.99515,39.28571,32.90891,49.18519,38.65894,38.22861,41.01449,42.2272,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Czech Republic,CZE,32.09558,30.76147,33.31271,33.70113,33.86935,34.11605,34.52674,35.37918,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Denmark,DNK,36.55037,36.66667,37.91624,37.32811,35.34432,36.08466,32.1991,33.65038,34.24926,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Dominican Republic,DOM,..,..,..,..,..,..,41.58126,31.91264,39.98837,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,East Asia & Pacific (IDA & IBRD),TEA,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Ecuador,ECU,..,..,..,..,..,28.56141,28.07039,29.22662,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,36.89891,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,El Salvador,SLV,31.21192,31.214,29.53335,28.69621,..,..,26.28067,23.90077,23.51802,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Eritrea,ERI,..,..,..,..,..,..,27.49179,27.80749,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Estonia,EST,45.09202,43.75462,42.07402,40.17606,39.68792,41.24861,40.54735,38.32505,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Ethiopia,ETH,..,17.32012,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Europe & Central Asia (IDA & IBRD),TEC,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,European Union,EUU,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Finland,FIN,29.47113,27.9516,29.28552,28.27169,27.48335,27.24841,27.55127,27.05804,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,France,FRA,29.62351,..,..,30.32746,30.8101,30.56737,31.23152,31.80564,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,"Gambia, The",GMB,..,..,49.78873,45.65712,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Georgia,GEO,..,40.53006,..,42.10944,..,..,..,44.43092,43.7452,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Germany,DEU,..,..,..,..,..,..,26.84921,27.13951,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Ghana,GHA,..,..,..,..,..,..,20.8329,20.50683,22.50321,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",SE.TER.GRAD.FE.SI.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..
