Code,Indicator Name,Long definition,Source
SG.OWN.LDAJ.FE.ZS,Women who own land both alone and jointly (% of women age 15-49),Women who own land both alone and jointly (% of women age 15-49) is the percentage of women age 15-49 who both solely and jointly with someone else own a land which is legally registered with their name or cannot be sold without their signature. "Both alone and jointly" Implies a woman owns a land alone and another land jointly with someone else.,Demographic and Health Surveys (DHS)
SG.OWN.LDAL.FE.Q5.ZS,Women who own land alone (% of women age 15-49): Q5 (highest),Women who own land alone (% of women age 15-49): Q5 (highest) is the percentage of women age 15-49 who only solely own a land which is legally registered with their name or cannot be sold without their signature. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.OWN.LDAL.FE.Q4.ZS,Women who own land alone (% of women age 15-49): Q4,Women who own land alone (% of women age 15-49): Q4 is the percentage of women age 15-49 who only solely own a land which is legally registered with their name or cannot be sold without their signature. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
SG.OWN.LDAL.FE.Q3.ZS,Women who own land alone (% of women age 15-49): Q3,Women who own land alone (% of women age 15-49): Q3 is the percentage of women age 15-49 who only solely own a land which is legally registered with their name or cannot be sold without their signature. Each wealth quintile represents one fifth of households with quintile 1 being the poorest 20 percent of households and quintile 5 being the richest 20 percent of households.,Demographic and Health Surveys (DHS)
IC.REG.COST.PC.MA.ZS,"Cost of business start-up procedures, male (% of GNI per capita)",Cost to register a business is normalized by presenting it as a percentage of gross national income (GNI) per capita.,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
IC.REG.COST.PC.FE.ZS,"Cost of business start-up procedures, female (% of GNI per capita)",Cost to register a business is normalized by presenting it as a percentage of gross national income (GNI) per capita.,"World Bank, Doing Business project (http://www.doingbusiness.org/)."
SL.FAM.WORK.MA.ZS,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",Contributing family workers are those workers who hold "self-employment jobs" as own-account workers in a market-oriented establishment operated by a related person living in the same household.,"International Labour Organization, ILOSTAT database. Data retrieved in April 2019."
SL.FAM.WORK.FE.ZS,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Contributing family workers are those workers who hold "self-employment jobs" as own-account workers in a market-oriented establishment operated by a related person living in the same household.,"International Labour Organization, ILOSTAT database. Data retrieved in April 2019."
SP.DYN.CONM.ZS,"Contraceptive prevalence, modern methods (% of women ages 15-49)","Contraceptive prevalence rate is the percentage of women who are practicing, or whose sexual partners are practicing, at least one modern method of contraception. It is usually measured for women ages 15-49 who are married or in union. Modern methods of contraception include female and male sterilization, oral hormonal pills, the intra-uterine device (IUD), the male condom, injectables, the implant (including Norplant), vaginal barrier methods, the female condom and emergency contraception.","Household surveys, including Demographic and Health Surveys and Multiple Indicator Cluster Surveys. Largely compiled by United Nations Population Division."
SP.DYN.CONU.ZS,"Contraceptive prevalence, any methods (% of women ages 15-49)","Contraceptive prevalence rate is the percentage of women who are practicing, or whose sexual partners are practicing, any form of contraception. It is usually measured for women ages 15-49 who are married or in union.","UNICEF's State of the World's Children and Childinfo, United Nations Population Division's World Contraceptive Use, household surveys including Demographic and Health Surveys and Multiple Indicator Cluster Surveys."
SP.REG.BRTH.MA.ZS,"Completeness of birth registration, male (%)",Completeness of birth registration is the percentage of children under age 5 whose births were registered at the time of the survey. The numerator of completeness of birth registration includes children whose birth certificate was seen by the interviewer or whose mother or caretaker says the birth has been registered.,UNICEF's State of the World's Children based mostly on household surveys and ministry of health data.
SP.REG.BRTH.FE.ZS,"Completeness of birth registration, female (%)",Completeness of birth registration is the percentage of children under age 5 whose births were registered at the time of the survey. The numerator of completeness of birth registration includes children whose birth certificate was seen by the interviewer or whose mother or caretaker says the birth has been registered.,UNICEF's State of the World's Children based mostly on household surveys and ministry of health data.
SE.PRM.UNER.MA,"Children out of school, primary, male",Children out of school are the number of primary-school-age children not enrolled in primary or secondary school.,UNESCO Institute for Statistics (http://uis.unesco.org/)
SE.PRM.UNER.FE,"Children out of school, primary, female",Children out of school are the number of primary-school-age children not enrolled in primary or secondary school.,UNESCO Institute for Statistics (http://uis.unesco.org/)
SL.TLF.0714.MA.ZS,"Children in employment, male (% of male children ages 7-14)",Children in employment refer to children involved in economic activity for at least one hour in the reference week of the survey.,"Understanding Children's Work project based on data from ILO, UNICEF and the World Bank."
